index,metadata,proba_AWARD,prediction,accord
1969_San-Antonio_Ma-langue-au-Chah,not_awarded,0.11173889391470404,not_awarded,True
1947_Laurent-Jacques_Caroline-Cherie-T.2,not_awarded,0.48543641424806705,awarded,False
1954_Beauvoir-Simone-de_Les-Mandarins_1,awarded,0.717254539604718,awarded,True
1936_Giono-Jean_Les-vraies-richesses,not_awarded,0.5850542318328099,awarded,False
1904_Rolland-Romain_Jean-Christophe_Tome-III-L-adolescent,awarded,0.8415570962322625,awarded,True
1910_Leroux-Gaston_Le-parfum-de-la-Dame-en-noir,not_awarded,0.13195647387652693,not_awarded,True
1938_Nizan-Paul_La-Conspiration,awarded,0.8060394934097338,awarded,True
1908_Barbusse-Henri_L-enfer,awarded,0.571268302896941,awarded,True
1999_Volodine-Antoine_Des-anges-mineurs,awarded,0.7664178112372626,awarded,True
2013_Lemaitre-Pierre_Au-revoir-la-haut,awarded,0.7024457317080774,awarded,True
1981_Simon-Claude_Les-Georgiques,not_awarded,0.7561928347223815,awarded,False
1965_Perec-Georges_Les-choses,awarded,0.9148221023699061,awarded,True
1926_Leroux-Gaston_Le-fils-de-trois-peres-Hardigras,not_awarded,0.24148841170652868,not_awarded,True
1908_Rolland-Romain_Jean-Christophe_Tome-VI-Antoinette,awarded,0.7766846550479032,awarded,True
2009_Michon-Pierre_Les-Onze,awarded,0.40524517879276345,not_awarded,False
1921_Alanic-Mathilde_Aime-et-tu-renaitras,not_awarded,0.18730582356741268,not_awarded,True
2003_Beigbeder-Frederic_Windows-on-the-World,awarded,0.26284267805084277,not_awarded,False
1903_Buxy-B-de_La-Demoiselle-au-Bois-Dormant,not_awarded,0.32619882212022755,not_awarded,True
1920_Mauriac-François_La-chair-et-le-sang,not_awarded,0.448183123210529,not_awarded,True
1998_Nothomb-Amelie_Mercure,not_awarded,0.22566530920342942,not_awarded,True
1930_Leblanc-Maurice_Le-Cabochon-d-emeraude,not_awarded,0.3831546964714057,not_awarded,True
1954_Simonin-Albert_Le-cave-se-rebiffe,not_awarded,0.10555616067202153,not_awarded,True
2002_Gaude-Laurent_La-Mort-du-roi-Tsongor,awarded,0.8084922604137837,awarded,True
2012_Modiano-Patrick_L-herbe-des-nuits,not_awarded,0.3461299326929312,not_awarded,True
2010_Houellebecq-Michel_La-Carte-et-le-territoire,awarded,0.5740101956268352,awarded,True
1989_Celine-Louis-Ferdinand_Guignol-s-band,not_awarded,0.8357840151906,awarded,False
2001_Rufin-Jean-Christophe_Rouge-Bresil,awarded,0.5131269570523904,awarded,True
1971_Veuzit-Max-du_Mon-mari,not_awarded,0.12040198542468347,not_awarded,True
1967_Simon-Claude_Histoire,awarded,0.45029313859747266,not_awarded,False
2005_Germain-Sylvie_Magnus,awarded,0.4840973832199689,not_awarded,False
1956_Gary-Romain_Les-Racines-du-Ciel,awarded,0.6141373674602367,awarded,True
1933_Crevel-René_Les-pieds-dans-le-plat,not_awarded,0.5164180524180906,awarded,False
1923_Leblanc-Maurice_Les-Huit-Coups-de-l-horloge,not_awarded,0.38493222615117473,not_awarded,True
1905_Rolland-Romain_Jean-Christophe_Tome-IV-La-revolte,awarded,0.8057614054006635,awarded,True
2018_Murail-Marie-Aude_En-nous-beaucoup-d-hommes-respirent,not_awarded,0.36271838411473445,not_awarded,True
1929_Crevel-Rene_Etes-vous-fous-,not_awarded,0.4459361826898361,not_awarded,True
2004_Grimbert-Philippe_Un-secret,awarded,0.5920581288226285,awarded,True
1983_Echenoz-Jean_Cherokee,awarded,0.638413249535905,awarded,True
1971_Tournier-Michel_Vendredi-ou-la-vie-sauvage,not_awarded,0.7906669018688963,awarded,False
2012_Angot-Christine_Une-semaine-de-vacances,not_awarded,0.6392854691118263,awarded,False
1974_Laine-Pascal_La-dentelliere,awarded,0.5,awarded,True
1996_Rolin-Jean_L-Organisation,awarded,0.19533830216770504,not_awarded,False
1975_Ajar-Emile-Gary-Romain_La-Vie-Devant-Soi,awarded,0.20273557298942013,not_awarded,False
2001_Robbe-Grillet-Alain_La-reprise,not_awarded,0.24046970005537657,not_awarded,True
1901_Ivoi-Paul-d-_Voyages-excentriques-Cigale-en-Chine,not_awarded,0.28321096982877997,not_awarded,True
1973_Ionesco-Eugene_Le-solitaire,awarded,0.5977225975344286,awarded,True
1928_Gide-Andre_Le-retour-du-Tchad,not_awarded,0.5915132916270803,awarded,False
1949_Delly_La-villa-des-serpents,not_awarded,0.145368089405286,not_awarded,True
1973_Deon-Michel_Un-Taxi-mauve,awarded,0.6864559848001701,awarded,True
2012_Leger-Nathalie_Supplement-a-la-vie-de-Barbara-Loden,awarded,0.6561169778080441,awarded,True
1942_Veuzit-Max-du_Moineau-en-cage,not_awarded,0.13535317663144134,not_awarded,True
1960_Delly_Le-sceau-de-Satan,not_awarded,0.2387730364304006,not_awarded,True
1910_Pergaud-Louis_De-Goupil-a-Margot,awarded,0.6938317474326324,awarded,True
1911_Leroux-Gaston_Le-fauteuil-hante,not_awarded,0.2917266259050758,not_awarded,True
1911_Rolland-Romain_Jean-Christophe_Tome-IX-Le-buisson-ardent,awarded,0.7925517881668324,awarded,True
1905_Farrere-Claude_Les-civilises,awarded,0.6311892873448737,awarded,True
1970_Tournier-Michel_Le-Roi-des-Aulnes,awarded,0.5431841045247771,awarded,True
1923_Delly_Dans-les-ruines,not_awarded,0.15799771018720477,not_awarded,True
1950_Delly_Rue-des-trois-graces,not_awarded,0.168705071907712,not_awarded,True
1922_Margueritte-Victor_La-garçonne,not_awarded,0.4362425967589272,not_awarded,True
1946_Delly_Sainte-Nitouche,not_awarded,0.15997076598659277,not_awarded,True
1969_Marceau-Felicien_Creezy,awarded,0.7166483685761239,awarded,True
1927_Crevel-René_Babylone,not_awarded,0.2500441484075527,not_awarded,True
1930_Malraux-Andre_La-voie-royale,awarded,0.5081425289528876,awarded,True
2008_Millet-Catherine_Jour-de-souffrance,not_awarded,0.6925753762121154,awarded,False
2007_Claudel-Philippe_Le-rapport-de-Brodeck,awarded,0.5872859670601663,awarded,True
1970_Deon-Michel_Les-poneys-sauvages,awarded,0.710637125521746,awarded,True
1924_Leroux-Gaston_La-machine-a-assassiner,not_awarded,0.3663847812741869,not_awarded,True
1991_Bauchau-Henry_Diotime-et-les-lions,not_awarded,0.5426748174455146,awarded,False
2009_Toussaint-Jean-Philippe_La-Verite-sur-Marie,awarded,0.7395325762046783,awarded,True
2000_Quignard-Pascal_Terrasse-a-Rome,awarded,0.7774946613013392,awarded,True
1912_Boylesve-Rene_Madeleine-jeune-femme,not_awarded,0.3813101585051664,not_awarded,True
1968_Simenon-Georges_L-ami-d-enfance-de-Maigret,not_awarded,0.35681897783703803,not_awarded,True
1955_Dhotel-Andre_Le-pays-ou-l-on-n-arrive-jamais,awarded,0.4710906165589182,not_awarded,False
1904_Loti-Pierre_Vers-Ispahan,not_awarded,0.32366843649532195,not_awarded,True
1984_Duras-Marguerite_L-Amant,awarded,0.38030417308009234,not_awarded,False
2015_Despentes-Virginie_Vernon-Subutex_T1,not_awarded,0.7268449560543244,awarded,False
1909_Farrere-Claude_La-Bataille,awarded,0.4541388241396435,not_awarded,False
1967_Tournier-Michel_Vendredi-ou-les-limbes-du-Pacifique,awarded,0.6387676298346456,awarded,True
1922_Leblanc-Maurice_Le-Cercle-rouge,not_awarded,0.3404896236435559,not_awarded,True
2013_Zeniter-Alice_Sombre-dimanche,awarded,0.7578612715414454,awarded,True
1908_Rolland-Romain_Jean-Christophe_Tome-V-La-foire-sur-la-place,awarded,0.7628158655188648,awarded,True
1925_Leroux-Gaston_Les-Tenebreuses_2,not_awarded,0.2677517801748536,not_awarded,True
1925_Genevoix-Maurice_Raboliot,awarded,0.7260684260525382,awarded,True
2002_Oster-Christian_Dans-le-train,not_awarded,0.20212808188476858,not_awarded,True
2008_Enard-Mathias_Zone,awarded,0.6342036404816696,awarded,True
2009_Beigbeder-Frederic_Un-roman-français,not_awarded,0.5879165702474763,awarded,False
1959_Sarraute-Nathalie_Le-Planetarium,not_awarded,0.3693994873425024,not_awarded,True
